PM10Lehen,NOXLehen,RFLehen,LTLehen,O3Lehen,PM10Rud,MOXRud,RPRud,LTRud,CORud,WG,WT,GS
12.6,100.5,81,6.9,5,34.5,114.7,76,7.5,0.43,3.2,155,257
13.4,85,75,8.3,7,26.8,148.8,71,9.1,0.46,2.7,159,270
10.8,77.3,71,9.8,10,38.7,132.4,65,10.9,0.46,3,141,388
7,52.6,69,10.6,15,22.6,137.8,61,12.1,0.45,2.3,142,386
7.7,NaN,66,11.4,NaN,18,99.9,58,13,0.4,2.2,131,438
6.2,NaN,62,12.4,NaN,12.5,55,54,14.2,0.28,1.5,126,468
NaN,27.9,59,13.2,27,10.7,58.4,52,15.1,0.32,0.7,326,517
6.4,27.3,61,13.7,24,12.6,66,52,15.2,0.33,0.6,296,432
9.6,27.3,63,14.6,20,17.5,73.3,53,15.4,0.35,0.8,272,403
9,26,61,14.9,24,18.6,67.4,55,15.7,0.32,0.6,264,391
9.1,23.9,60,15.4,24,13.4,64.8,55,16,0.35,0.8,250,407
9.8,22.2,60,15.8,25,9.4,53.6,57,16,0.29,1,309,268
12.1,18.1,61,15.7,29,14.9,63.9,58,16.1,0.34,1.2,294,214
20.5,17.3,64,15.5,28,19.3,65.6,59,16,0.37,2.2,300,258
18.1,15.9,66,15.2,28,17.9,58.1,64,15.5,0.37,3.5,320,350
23.3,15.7,70,14.7,21,7.7,61,67,14.8,0.39,3.4,331,222
28.3,NaN,72,14.3,16,11.9,56.9,70,14.5,0.38,3,333,132
30.7,19.8,74,13.6,13,15.5,75,72,14,0.51,2.2,329,38
34.2,20,81,12.5,7,23.9,79.8,76,13.1,0.5,1.5,308,10
38.8,24.7,86,11.4,2,38.6,205.6,82,12.2,0.98,0.8,192,4
51.1,41.8,89,10.5,2,40.3,240.9,85,11.5,1.05,0.8,147,3
38.1,58.7,91,9.9,2,40.4,196.1,87,11,0.96,0.6,158,3
38.2,64.1,92,9.5,NaN,34.5,137.1,86,10.5,0.69,0.1,185,4
33.3,59.6,93,9,2,27.9,137.9,88,10,0.73,0.4,157,3
28.5,55,93,8.7,2,29.7,98.9,89,9.4,0.58,1.6,166,3
21,48.9,93,8.5,2,34.1,115.9,88,9,0.59,1.6,146,2
29.9,50.9,93,8.2,2,33.1,113.6,89,8.7,0.61,2,143,3
48,54.1,93,7.8,3,25.6,82.7,88,8.5,0.49,2.5,146,3
27.4,54.4,93,7.6,2,15,75.2,88,8.4,0.47,2.4,153,3
21,46.4,93,7.4,2,18.3,71,87,8.2,0.47,2,156,3
NaN,39,94,7.1,2,17.1,86.3,90,7.7,0.47,2.1,149,3
16.1,33.7,94,6.8,2,11,55,92,7.2,0.43,2.4,149,3
14.7,31.9,94,6.6,2,18.9,36.7,88,7.6,0.32,2.8,144,3
14.6,30.8,94,6.5,2,12,21.7,85,7.7,0.25,3,148,3
14.4,27.8,94,6.3,2,15.1,23.3,89,7,0.28,2.7,171,3
14.9,25.8,93,6,2,6.2,24.2,90,6.9,0.28,1.9,169,4
14.9,29,94,5.7,2,9.6,31.8,91,6.5,0.33,1,139,3
14.6,30.2,94,5.5,2,13.5,31.9,92,6,0.31,1,153,3
12.3,27.9,95,5.5,3,12.7,NaN,92,6,0.27,2.2,155,4
5.6,19.2,91,6.2,10,15.5,27.1,89,6.3,0.23,3,146,4
3.5,13.5,84,7.1,16,12.3,29.8,85,6.6,NaN,3.6,150,4
4.2,11,83,7,16,12.3,46.8,82,7.1,0.23,4.6,152,4
4,11.5,81,7.4,18,8.5,84.9,79,7.5,0.33,4.6,142,4
3,13.2,78,7.8,17,18.1,113.9,79,7.4,0.44,4.5,150,4
2.7,15.4,75,8.1,18,15.2,122,76,7.7,0.42,4.7,142,7
3.9,20,75,8,15,15.4,116.8,74,8,0.52,4.4,142,19
6.7,25.5,76,8,12,14.5,109,76,7.7,0.38,5,148,73
4.6,25,73,8.6,14,20.4,102.9,74,8.3,0.41,4.4,148,178
4.4,27.8,70,9.5,16,19.7,146.1,71,9.4,0.59,4.5,145,245
4.6,29.1,67,10.8,16,25.1,168.4,67,10.8,0.5,4.8,147,317
5.2,29,64,11.8,21,36.6,115.7,56,13.1,0.37,4.4,146,385
7,26.1,60,12.8,24,20.4,105.7,53,14.3,0.36,2.9,147,442
6.8,26.4,59,13.3,27,11.8,49.3,52,15,0.28,1.2,151,490
4.3,24,56,14,31,9.9,60.4,50,15.4,0.28,1.3,299,523
5.4,23.4,53,15.3,31,14.3,66.6,48,16.3,0.32,0.9,253,541
6.9,24.9,53,15.9,29,12.5,48.5,48,16.7,0.3,1.2,306,550
NaN,25.6,53,15.6,42,16.2,65,44,17.8,0.29,1,357,551
NaN,12.6,53,16.1,57,13.9,63.3,47,17,0.35,1.5,61,516
NaN,12.1,53,16.8,57,2.3,56.5,49,16.9,1.03,1.7,334,527
NaN,8.3,52,17,68,3.7,60.2,49,17,0.34,1.6,5,488
6.3,8.2,52,17,69,5.1,50.4,50,17.1,0.32,1.9,1,434
6.8,8.3,53,16.9,66,15.4,51.4,51,17,0.32,2.1,351,194
7.9,9,55,16.8,63,13.9,63,53,16.9,0.36,2.2,13,281
10.1,9.8,56,16.8,59,12,59.6,53,16.8,0.36,2.2,3,199
10.8,10.2,59,16.5,54,11.8,55.2,54,16.7,0.37,2.4,352,100
13.7,12.7,60,15.9,48,10.7,52.9,56,16.3,0.36,1.1,338,46
12.1,NaN,67,14.5,40,10.9,75.7,66,14.8,0.45,1.7,241,9
18.8,23.8,74,13.1,17,20.1,117.2,70,13.8,0.64,0.7,224,5
20.2,36.8,79,12.8,3,39.6,164.7,74,13.3,0.7,1.1,245,4
23.3,41.9,81,12.3,3,33.3,183.8,77,12.7,0.8,0.7,153,4
26,50.7,81,12.1,3,30.6,106.1,78,12.3,0.63,0.7,259,4
11.2,32.4,82,11.1,46,28.6,26.4,80,11.3,0.26,7.3,332,4
4.6,13.5,87,9.4,NaN,4.7,14.5,84,9.7,0.19,3.1,328,4
7.4,8.8,92,9,61,3.9,26.3,87,9.2,0.21,1.5,325,3
3.6,7.5,93,8.8,63,3,29.6,90,8.9,0.22,1.3,320,4
3.6,6.8,94,8.7,57,5.1,34.4,92,8.8,0.26,0.4,177,4
4.4,8.2,95,8.6,54,5.8,43,93,8.9,0.25,1.2,180,4
NaN,9.4,95,8.7,49,4.8,28.4,94,8.8,0.24,0.6,187,3
15.8,8.8,95,8.8,47,4.8,22.4,94,8.7,0.22,0.9,245,5
17.7,7.8,96,8.7,54,3.9,24.2,95,8.7,0.19,1.1,260,4
8.5,7.5,96,8.6,52,2.2,14.5,95,8.6,0.18,0.9,226,4
3.5,6.7,95,8.3,59,5.8,9.9,96,8.4,0.17,3.3,197,3
2.6,5.4,94,8.2,61,4.5,8.6,95,8.2,0.16,3.4,208,3
1.5,4,93,7.9,64,1.2,6.2,94,7.9,0.16,3.2,195,3
2,4,94,7.9,62,0.8,7.4,95,7.9,0.16,3.3,182,2
2,4.7,94,7.8,58,4.7,7.9,94,7.8,0.16,3.3,162,2
1.5,4.7,93,7.8,58,3,10.8,93,7.8,0.16,4,173,2
1.2,4.8,92,7.6,63,0.9,13.4,92,7.8,0.17,2.8,190,3
1.2,5,92,7.2,63,1.9,NaN,91,7.7,0.19,2,164,3
2.1,6.9,93,7.5,53,4.7,54.4,91,7.8,0.23,1.8,219,4
NaN,9,92,7.5,49,7.7,56.4,91,7.8,NaN,3.2,255,3
3.2,12.7,91,7.6,44,7.2,72.8,87,8,0.28,3.6,306,4
3.1,13.3,92,7.3,49,5.6,67.3,90,7.5,0.27,2.4,355,5
5.2,15.9,92,7.4,41,2.4,67.7,90,7.7,0.3,4,313,7
6.1,17.3,90,7.6,40,6.2,57,87,7.9,0.28,5.9,277,10
6.1,17.3,90,7.5,39,8.9,66.6,85,7.9,0.27,5.5,271,16
6.9,17,89,7.3,40,6.5,63.4,84,7.7,0.29,4.8,261,18
NaN,15.6,90,7.1,41,6.1,133,88,7.3,0.39,4.9,261,21
4.2,15.3,92,6.8,42,9.3,67.4,90,7.1,0.3,4.3,256,24
5.9,16,93,6.9,33,5.2,92.4,91,7,0.36,2.8,240,26
5,NaN,94,6.9,21,9.1,99.6,91,6.8,0.41,2.1,221,28
5,26.8,94,6.9,19,9.5,144.1,92,7,0.46,1.9,217,35
5.4,25.4,94,6.9,22,11.9,163.5,94,7,0.53,1.3,193,29
2.7,27.2,95,6.9,18,10.6,174,94,6.7,0.51,1.6,217,34
4.7,35.5,95,7.4,9,9.1,147.1,93,6.7,0.52,2.2,266,28
5.9,33.9,95,7.7,11,7.2,104.6,94,6.8,0.48,3.1,271,23
7,38.7,95,7.8,7,9.6,187.5,95,7.1,0.57,2.3,290,34
12.3,42.8,95,7.6,7,14.1,141.3,94,7.4,0.53,0.8,214,43
NaN,41.8,95,7.9,6,16.6,163.7,93,7.8,0.59,1.1,294,48
23.6,35.9,95,8.3,9,11,121.4,91,7.2,0.52,1.8,149,27
11.5,37,94,7.9,5,8.4,143.8,91,6.9,0.61,1.6,136,24
9.2,37.1,93,7.2,7,11.3,154.7,91,6.8,0.7,1.7,125,23
9.3,38.8,94,7.1,4,13.9,171.6,91,7,0.71,1.6,130,21
9.4,40,93,7,4,11.2,144.2,91,6.8,0.65,1.8,141,11
8.4,36.3,93,6.8,5,12.5,148.9,92,6.8,0.73,1.6,134,8
9.7,40.7,94,6.8,2,16.8,204.6,93,6.9,0.86,1.3,134,6
11.9,NaN,94,6.9,2,17.3,181.8,93,7,0.8,1.6,137,5
14.1,44.5,95,6.9,2,16.6,132.1,93,7,0.66,1.2,122,5
15.1,42.3,95,7,2,21.1,123.1,93,7,0.61,1.3,126,5
17.1,42.7,95,6.9,2,22.2,128.4,93,7,0.62,1.2,137,4
16.4,38.5,95,6.6,2,21.1,117,93,6.9,0.6,1.3,139,4
17.6,36.4,95,6.5,3,20,108.5,93,6.9,0.64,1,149,3
17.4,33.1,95,6.6,NaN,17.4,135.1,94,6.8,0.71,1.2,124,4
17.7,29.4,95,6.9,4,24.2,90.7,94,6.9,0.55,1.4,136,5
18.1,26,94,7.1,5,22.7,73.6,94,6.9,0.52,1.9,131,4
18.2,21.3,94,7,6,21.5,51.1,95,6.7,0.58,2.8,134,5
15.2,16.2,94,6.8,15,17.3,35,93,6.7,0.33,2.7,154,6
14.7,12.5,94,6.4,17,18.7,28.9,93,6.5,0.32,3.2,157,5
11.2,10.7,94,6,20,30.3,28.4,93,6.3,0.29,3.3,145,5
9.4,9.3,94,5.8,24,15.2,22.5,92,6.1,0.28,4,145,5
8.9,8,93,5.8,25,9.1,21.4,91,5.8,0.24,3.5,148,5
8.5,7.7,92,5.7,27,9.4,16.9,91,5.7,0.23,3,164,4
7.4,6.7,91,5.7,30,11.4,15.8,90,5.7,0.22,3.6,147,4
7,6.3,91,5.5,29,6.7,16.3,89,5.6,0.22,3.8,154,5
6.7,6.9,90,5.7,32,6,14.2,89,5.5,0.22,3.8,155,4
10.1,6.7,88,6,33,5.8,19.6,88,5.7,0.21,4.6,148,4
5.5,8.5,84,6.8,35,16.6,23.4,87,6.2,0.23,5.5,150,5
3.9,8.4,81,7.3,37,17.1,53.2,82,7,0.25,5.1,151,5
3.5,9,82,7.4,35,7.3,NaN,85,7,0.3,5.1,143,4
3.6,9,80,7.7,36,10.3,93.1,83,7.4,0.36,5.6,153,5
4.2,10.3,85,7.3,29,9.2,150.8,85,7.3,NaN,4.3,148,5
5.4,NaN,91,7,14,16.5,151.9,90,7.1,0.61,3.6,151,9
5.3,18.7,92,6.9,16,13.9,185.2,93,7,0.59,2.6,163,12
6.2,23.5,93,7,11,10.4,186.1,94,7,0.58,2.3,144,19
7.2,NaN,94,7.4,9,14.7,150.3,94,7.2,0.55,2,136,57
8.7,NaN,94,8.2,6,20.5,146.1,93,7.7,0.48,2.1,157,77
9.6,NaN,92,9.3,16,22.3,168.8,87,9.5,0.57,6.2,269,130
5.1,NaN,77,11.6,43,21.7,59.5,69,12.3,0.28,4.8,272,139
5.3,NaN,77,11.9,43,7.9,103.3,68,12.6,0.39,4.1,269,181
5.3,NaN,70,13,42,11.8,97.9,68,13.1,0.35,5,299,185
4.3,NaN,67,14,50,11.9,42.9,64,13.9,0.25,6.2,308,223
3.8,NaN,63,14.9,50,6.1,38.2,60,14.8,0.25,7.2,305,495
3.8,NaN,63,15.1,50,0.7,37.9,58,15.6,0.25,6.8,302,425
4.4,NaN,62,15.3,53,7.8,39.1,60,15.2,0.24,6.4,320,502
4.8,6.3,60,15.5,59,0.6,45.8,59,15.3,0.26,6.8,317,370
4.5,5.7,58,15.7,61,3.5,35.7,56,15.7,0.23,6.3,320,344
5.1,5.4,58,15.8,62,10.4,35.4,56,15.5,0.24,5.6,324,310
4.1,5.6,55,16,64,4.6,34.9,54,15.6,0.23,5.3,322,108
3.9,5.7,55,15.8,65,5.4,54.9,55,15.5,0.3,3.6,292,155
4.4,5.4,56,15.7,63,11.3,63.4,55,15.4,0.3,3.9,295,112
5,6.8,58,15.2,57,10,61,54,15.2,0.36,4,300,102
6.1,8.9,64,14.1,44,13.7,66.7,57,14.7,0.33,3.5,302,35
7.4,12.6,66,13.2,35,13.2,55,60,13.9,0.3,2.4,307,10
13.1,16.4,72,12,27,14.9,210.4,66,13,0.81,1.6,300,4
22.3,18.6,77,10.9,18,20.1,243.1,73,12,0.92,1.7,248,3
21,30.2,83,10,3,31.3,117.7,78,11.1,0.54,1.7,172,3
18.6,NaN,86,9.9,3,28.3,161.1,82,10.6,0.78,1.2,143,3
16.6,37,85,10,4,35.8,148.3,86,9.8,0.72,1.7,153,2
17.6,31.2,86,9.7,4,26.3,146.9,89,9.2,0.86,1.6,165,2
17.6,30,87,9.3,4,32.2,101.3,90,8.8,0.57,1.4,145,2
15.1,27.8,86,9.4,5,23.9,104.6,90,8.6,0.6,1.9,161,2
12.6,22.6,85,9.6,10,23.7,84.3,90,8.5,0.54,2,158,3
12.9,19.4,86,9.3,NaN,21.9,57,89,8.5,0.4,1.5,139,2
11.2,17.5,85,9.4,9,16.5,53.2,89,8.5,0.38,2.3,153,3
12.5,16.4,85,9,7,17.6,49.5,90,8.3,0.38,2.5,143,3
12,15.3,86,9,9,18.6,35.8,89,8.4,0.31,2.2,146,3
10.7,13.4,86,9,9,13.9,33.2,89,8.4,0.32,1.6,149,3
NaN,12.8,86,9,8,14.5,25.8,88,8.4,0.29,1.4,132,2
9.9,11.8,84,9.2,11,9.7,20,87,8.5,0.25,2.4,143,1
8.8,10.4,82,9.4,15,13.6,22.1,87,8.6,0.27,2,125,2
8.1,9.1,83,9.6,18,11.8,21.6,86,8.9,0.26,1.4,119,2
8.1,8.8,83,9.8,19,13.4,17.4,87,8.8,0.24,1.6,152,1
8.2,8.9,84,9.8,17,12.5,20,86,8.8,0.22,1.6,155,1
13.5,8.9,82,9.5,14,7.6,19.1,86,8.7,0.23,1,130,1
35.4,8,84,9.3,13,12.2,39.7,86,8.8,0.24,0.7,86,2
21,9.3,87,9.3,6,16.4,69,87,8.9,0.28,1.3,111,2
12.1,17.8,90,9.5,10,16.4,82.4,90,9,0.33,1.3,169,2
8.8,18,90,9.9,23,14.7,91.4,88,9.8,0.4,0.5,169,3
8.5,15.8,91,9.9,31,17.2,NaN,89,10,0.45,1.3,122,5
8.2,15.3,93,9.8,23,15,111.8,92,9.9,0.5,0.6,174,8
9.8,17.5,94,9.7,15,14.7,165.5,94,9.9,NaN,1.3,155,11
10.4,23,95,9.8,5,12.3,177.4,95,9.7,0.61,1.1,143,15
11.3,34.4,96,10,4,17.7,190.7,96,9.6,0.61,1.6,158,27
14,42.8,96,10,3,27.1,228.7,96,9.5,0.57,1.9,126,31
14.2,48.6,96,9.7,4,22.5,188,95,9.2,0.51,1.6,123,48
14.5,44.5,95,9.5,5,15.5,202.4,95,9.2,0.58,2.1,136,75
12.2,41.2,95,9.7,6,23.6,209.5,95,9.7,0.65,1.8,131,112
12.3,41.7,94,10.2,7,29.5,180.3,92,10.3,0.63,2,131,175
11.6,37.6,93,11.1,11,25.8,174.8,90,11.1,0.7,2,131,216
13.2,36.2,89,11.9,12,22.3,128,85,12.4,0.58,1.5,137,337
9.7,34.7,81,12.5,32,6.2,70.4,76,13.9,0.4,1.5,161,512
NaN,24.4,80,12.9,37,3.7,75.3,76,13.5,0.44,1.3,169,308
10.7,18.2,79,13.1,40,1.2,73.5,76,13.3,0.36,0.8,283,195
11,14.4,76,13.7,45,8.3,90.6,73,13.8,0.45,1.1,172,216
10.4,10.8,74,14,51,24.7,128.9,71,14.3,0.54,1.9,126,192
NaN,10.7,74,14.2,46,21.6,85,72,14,0.42,2,147,240
NaN,9.5,70,14.4,56,6.4,65.5,71,14.3,0.34,1.3,148,279
8.1,7.4,70,14.5,61,17.2,55,70,14.4,0.32,1,191,203
8.9,5.6,72,14.3,52,14.8,117.6,70,14.5,0.57,0.7,207,111
10.5,6.4,76,13.8,41,19.7,135.6,73,14.1,0.6,0.6,215,40
12,12.6,78,13.4,19,24.2,151,78,13.4,0.6,0.9,156,9
14.5,17.8,79,12.9,12,26.5,137.8,82,12.8,0.65,0.2,144,5
16.7,24.7,82,12.3,4,26,177.2,84,12.5,0.76,1.3,176,4
19.4,31.5,86,11.7,2,31.5,99.1,84,12.1,0.48,0.3,81,4
21.1,37.5,88,11.4,2,20.3,65.1,84,12,0.39,0.9,96,3
20.2,35.4,89,11,2,15.5,85.4,86,11.6,0.49,1.2,123,3
18.3,NaN,90,10.5,6,28.2,111.8,88,10.8,0.57,1.6,146,2
16.3,24.8,92,9.8,3,20.5,106,89,10.1,0.83,1.1,120,3
16.4,24.1,93,9.4,2,13.2,86.9,90,9.7,0.55,1.2,96,4
14.9,22.9,94,8.8,3,24.1,70.5,91,9.3,0.52,1.6,95,3
13.4,21.9,94,8.4,2,27.4,95.9,91,9,0.52,0.9,108,3
14.9,25.2,94,8.1,2,15.4,90.1,93,8.5,0.5,0.7,128,3
15.8,27.4,95,7.7,NaN,15.2,87.5,93,8.1,0.67,0.8,132,3
15.8,28.9,95,7.5,3,12,74.4,93,7.8,0.43,0.5,139,3
17.8,35.8,95,7.2,2,12.3,83.9,94,7.5,0.48,1,97,3
15,36.1,95,6.9,3,16,64.4,95,6.7,0.45,1.9,107,2
10.9,24.9,96,6.8,5,11.8,61.3,96,6.4,0.41,1.5,162,2
9.2,17.4,96,6.8,7,13.5,73.6,96,6.3,0.41,1.2,131,3
8.2,13,96,6.7,8,14.2,85.3,95,6.2,0.43,1,121,3
7.3,10.2,96,7,14,14.7,77.4,95,6.3,0.35,1.4,112,3
10.6,13.6,95,6.5,4,13.9,45.4,95,5.5,0.37,1.2,92,3
7.5,16.4,95,6.7,10,7.5,47.8,97,5.2,0.4,1.4,85,3
7.9,11.6,94,6.7,13,8.6,68,97,5.5,0.35,1.6,93,3
10.5,9.1,93,6.7,14,27.2,35.1,96,5.9,0.27,0.4,134,3
5.2,7.3,92,6.7,18,14.9,40,94,5.9,0.26,0.9,144,4
5.3,7.2,91,6.3,12,6.6,33.9,93,6,0.24,2,97,3
6.2,10.2,92,6.3,7,5.1,68.1,93,5.5,0.36,2.6,104,5
5.9,13.5,93,6.1,5,7.5,104.1,94,5.3,0.46,1.7,128,17
5.9,16.4,93,6.1,7,14.1,NaN,92,5.9,0.41,2.1,123,49
6.3,16.2,89,6.9,12,14.4,122.2,88,6.6,0.49,2.7,141,133
6.2,15.6,80,8.3,17,16.1,94,82,7.6,NaN,3.5,140,221
6.3,15.9,72,10.2,19,17.5,108.2,76,9.3,0.41,3.7,150,309
5.8,15,66,11.3,25,14.2,75.2,66,11.7,0.27,3.7,149,395
NaN,12.9,62,12.5,30,1.4,91.8,60,13.5,0.47,2.7,159,441
3.7,11,58,13.5,33,2.8,89.5,54,15,0.44,2.8,144,483
NaN,9.5,55,14.4,36,3.6,83.5,47,16.2,0.4,1.2,136,527
3.7,9.3,49,15.9,40,14,63.9,44,17,0.34,0.7,274,544
3.6,10.5,50,16.2,38,10.9,75.8,42,18,0.35,1,280,538
5.6,13,55,16.2,30,6.7,53,41,18.3,0.31,0.5,257,532
6.8,15.5,55,16.5,29,5.4,56,46,17.8,0.3,1.8,319,488
7.7,16.7,55,16.7,30,0,63.5,51,17,0.42,1.7,328,425
8.5,16.4,55,17,31,5.4,62.3,52,17,0.39,2,321,348
9.9,15,57,17.1,31,17.2,54.4,54,17.2,0.32,1.9,318,387
10.5,13.6,59,17.1,31,16.1,49.5,58,17.1,0.36,1.6,309,322
13.2,13.3,62,17.1,26,11.4,73.8,62,16.9,0.44,0.8,280,215
14.1,12.3,64,16.7,26,20.7,57.7,63,16.8,0.38,1.4,303,179
17,10.4,66,16,27,20.1,72.2,65,16.4,0.5,0.9,330,113
NaN,11,70,15.2,18,20.5,70.9,70,15.4,0.48,1,346,34
22.5,13.4,77,13.8,8,20,203.6,77,14.2,0.95,1.2,271,9
26.1,22.4,80,13.3,3,42.8,264.4,81,13.4,1.25,1,183,4
28.2,26.6,85,12,3,128,224.5,81,12.8,1.13,1.3,161,4
30.6,29.4,86,11.5,3,74.2,129,81,12.3,0.68,0.6,159,3
32.5,34.4,88,10.8,3,29.9,148.2,82,12,0.69,0.2,220,3
32.9,41.2,89,10.3,3,30.3,174.5,84,11.4,0.82,1,150,3
31,41,91,9.7,2,42.6,154.8,87,10.9,0.77,0.6,159,3
28.5,37.8,92,9.3,2,37.4,113,85,10.7,0.58,0.6,265,3
29.3,NaN,92,9,3,26.5,115.5,85,10.3,0.72,1.6,153,3
27,42,92,8.7,3,24.4,115.8,89,9.6,0.63,2.9,145,3
15.7,33.6,91,8.8,4,18.3,56.3,83,10.1,0.42,4.2,149,3
13.8,25.9,87,9.1,5,14.9,50.1,76,10.8,0.32,4.1,149,2
10.2,21.2,84,9.5,10,17.1,55.7,76,10.6,0.3,4.5,143,3
9.6,14.5,78,10.2,20,19.7,56.6,75,10.5,0.33,5,147,3
7.7,11.3,80,9.9,NaN,15,63.6,79,9.8,0.36,4.1,154,3
7.9,10.1,80,9.6,18,12.8,67,76,10.1,0.35,4.2,151,4
8.1,10.1,79,9.5,16,14.8,65.5,77,9.7,0.34,3.8,153,3
7.1,9.4,78,9.7,22,16.7,60.9,77,9.7,0.3,4.2,157,3
6.3,7.9,72,10.6,28,11.5,59,77,9.4,0.24,4.9,151,3
6,6.6,74,10.1,27,11.7,28.8,73,10,0.2,4.4,146,3
5.7,6.1,71,10.6,30,11.5,31.1,70,10.5,0.2,4.8,147,3
5.5,5.7,72,10.3,29,11.5,48.1,72,10,0.25,4.5,147,3
NaN,5.8,73,10.3,27,11.9,31.4,72,10.1,0.2,3.8,150,2
NaN,5.8,73,10.1,26,13.9,28.1,73,9.9,0.19,4,150,3
NaN,6.9,76,9.7,17,6.5,26.5,70,10.3,0.19,4.1,156,3
5.8,7.4,76,9.6,24,11.8,46.7,75,9.7,0.22,4.6,149,3
5.7,6.5,74,9.8,24,9.3,20.6,69,10.4,0.2,5.2,148,3
6,7.5,74,9.9,22,8.9,45.9,68,10.6,0.2,5.4,150,16
6.8,7.7,72,10.4,22,9.9,24.4,65,11,0.19,4.9,147,66
6,8.7,69,11.3,23,14.4,51.4,64,11.4,0.27,5.2,145,92
5.9,9.7,65,11.9,27,15,NaN,66,11.6,0.26,5.6,146,210
5.4,8.1,64,12.7,29,21.5,90.1,61,12.9,0.37,5,145,215
7.5,10.4,64,13.6,23,22.3,84.4,55,14.6,NaN,4.2,148,267
6.9,13.4,60,14.6,26,16,47.4,53,15.5,0.29,3.8,150,344
NaN,12.3,59,15.4,29,10.8,74.7,52,16.6,0.47,4,148,391
6.2,10,57,16.3,33,18.3,66.9,51,17,0.33,3.1,153,371
5.4,7.8,55,16.8,36,6.1,53.5,48,17.4,0.34,1.5,175,378
5.2,7.5,50,17.8,38,7.3,55.2,45,18.7,0.32,0.6,97,494
5,9.7,49,17.9,38,8.2,29,43,19.5,0.24,0.6,343,493
NaN,9.5,46,18.7,46,8.4,33.7,42,19.6,0.27,0.6,293,478
6.5,9.2,48,19.1,46,0.3,48.5,42,19.5,0.42,1.4,322,420
8.4,9.7,52,19.4,47,0.8,45.1,46,19.4,0.38,2,327,356
9.5,8.3,55,19.8,49,10.5,42,51,19.7,0.32,2.4,316,363
9.8,6.2,56,19.8,51,21.3,36.6,54,19.7,0.3,2.3,327,319
10,5.6,55,19.9,55,17.2,22.7,53,19.7,0.27,2.5,329,232
12,4.9,58,19.8,49,15.7,36.3,57,19.5,0.35,2.8,327,173
11.7,6.2,60,19,41,14,43.6,59,19,0.35,2.9,319,73
12.3,8.6,69,17.5,30,8.9,56.7,63,18,0.5,2,289,14
16,10.5,76,16,21,14.6,79.1,70,16.7,0.58,1.5,263,7
22.2,15.1,80,15.3,9,26.1,190.4,72,16.1,0.99,1.5,237,5
27.2,25.7,80,15,3,37.1,148.8,75,15.6,0.79,0.9,339,4
30.3,45.3,82,14.7,2,29.9,151.3,77,15.2,0.9,0.8,168,4
26.4,50.3,84,14.3,2,36.3,153.5,79,15.1,0.85,0.6,213,5
27.7,51.9,84,14.1,2,40.3,136.3,80,15.2,0.85,0.9,136,4
29.5,53.5,84,14,2,36.3,132.5,83,14.9,0.81,1.6,120,3
29.4,53.1,87,13.8,2,29.5,72.3,83,14.4,0.6,1.8,115,3
24.1,43.5,84,14.1,2,20.7,78,82,14.5,0.49,0.8,137,3
26,38.8,85,14.1,2,20.6,45.2,81,14.4,0.41,0.2,160,3
24.1,NaN,86,13.9,2,21.2,52.6,84,14.1,0.46,0.5,162,4
26,33.1,89,13.5,2,18.3,47.4,85,13.8,0.43,0.8,207,4
23.7,30.9,90,13.1,2,23.7,44.1,87,13.4,0.52,1.2,127,4
24.7,23.8,86,13.5,3,25.4,36.5,87,13.3,0.43,1.9,138,3
21.5,19.2,87,13.3,4,21.2,28.7,88,13.1,0.37,1.7,131,3
20.2,15.7,88,13.2,5,19,25.7,87,13,0.32,2.2,134,3
18.7,13.8,87,13.2,NaN,16.2,21.3,87,12.8,0.29,2.9,151,4
17.3,13.1,84,13.1,5,14.5,20.9,87,12.7,0.29,2.6,151,3
16.6,12.5,85,13.1,7,14.8,20,87,12.7,0.28,3.3,153,3
16.2,11.2,85,13,9,15.7,19.9,89,12.4,0.26,3.4,156,3
15.6,10.3,83,13.2,13,12.2,20.6,89,12.4,0.3,3.3,151,3
14.6,8.5,80,13.4,19,16.5,19.6,85,12.7,0.23,4.2,147,4
14.6,7.4,82,12.9,19,23.3,20.6,84,12.7,0.21,3.4,134,3
15.3,7.9,85,12.2,14,18.3,63.1,83,12.6,0.29,3.5,147,4
16.2,9.6,84,12.3,13,12,73.8,83,12.4,0.32,4,156,4
15.6,11.4,84,12.1,7,18.3,149.4,84,12.3,0.5,3.2,156,5
15,14,81,12.5,8,20,167.4,81,12.5,0.75,3.6,144,6
15.5,22,83,12.2,4,22.5,173.3,80,12.6,0.87,4,146,14
15.9,25.5,83,12.3,4,24.3,198.6,81,12.4,0.67,3.6,147,55
17.6,28.5,82,12.6,5,33.4,186.7,80,12.6,0.68,4.5,147,100
16.4,28.6,76,13.8,9,34.2,152.9,78,13.4,0.57,4.3,148,227
15.2,27.7,70,15.2,13,31.6,134.5,72,14.7,0.53,3.4,150,246
12.7,21.6,68,15.9,19,31.6,NaN,63,17,0.53,3,145,345
12.1,17,65,16.7,23,35.7,120.1,60,17.8,0.48,3.2,153,391
12.4,15,62,17.7,25,24.1,99.9,55,19,NaN,3.6,155,429
11.5,14.8,59,18.5,30,18.2,125.9,52,20,0.45,1.8,148,447
11.2,12.4,56,19.6,33,18.6,97.1,49,20.6,0.38,1.4,155,488
9.9,NaN,54,20.2,41,19.8,56.3,48,21.2,0.33,1,161,521
